,station_code,city_name,year,month,day,rainfall,period,quality,lat,long,station_name,avg_rainfall
1052,9151,Perth,1976,11,7,4.1,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,10.9024390243902
1053,9151,Perth,1976,11,8,0.1,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,10.9024390243902
1054,9151,Perth,1976,11,10,7.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,10.9024390243902
1055,9151,Perth,1976,11,11,16.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,10.9024390243902
1056,9151,Perth,1976,11,12,6.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,10.9024390243902
1057,9151,Perth,1976,11,13,2.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,10.9024390243902
1058,9151,Perth,1976,11,28,3.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,10.9024390243902
1059,9151,Perth,1976,12,8,1.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,10.9024390243902
1060,9151,Perth,1976,12,10,3.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,10.9024390243902
1061,9151,Perth,1976,12,22,4.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,10.9024390243902
1062,9151,Perth,1976,12,31,0.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,10.9024390243902
1063,9151,Perth,1977,2,11,2.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1064,9151,Perth,1977,2,21,4.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1065,9151,Perth,1977,3,24,0.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1066,9151,Perth,1977,3,29,4.3,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1067,9151,Perth,1977,3,30,2.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1068,9151,Perth,1977,4,26,0.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1069,9151,Perth,1977,4,29,1.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1070,9151,Perth,1977,4,30,3.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1071,9151,Perth,1977,5,1,3.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1072,9151,Perth,1977,5,7,7.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1073,9151,Perth,1977,5,12,9.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1074,9151,Perth,1977,6,4,0.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1075,9151,Perth,1977,6,5,14.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1076,9151,Perth,1977,6,6,1.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1077,9151,Perth,1977,6,9,0.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1078,9151,Perth,1977,6,10,9.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1079,9151,Perth,1977,6,11,5.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1080,9151,Perth,1977,6,12,2.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1081,9151,Perth,1977,6,13,0.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1082,9151,Perth,1977,6,14,10.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1083,9151,Perth,1977,6,15,4.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1084,9151,Perth,1977,6,16,3.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1085,9151,Perth,1977,6,17,9.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1086,9151,Perth,1977,6,20,0.1,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1087,9151,Perth,1977,6,26,1.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1088,9151,Perth,1977,6,30,3.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1089,9151,Perth,1977,7,2,7.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1090,9151,Perth,1977,7,6,0.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1091,9151,Perth,1977,7,9,6.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1092,9151,Perth,1977,7,11,5.1,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1093,9151,Perth,1977,7,12,3.5,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1094,9151,Perth,1977,7,17,14.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1095,9151,Perth,1977,7,18,17.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1096,9151,Perth,1977,7,19,9.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1097,9151,Perth,1977,7,20,12.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1098,9151,Perth,1977,7,21,4.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1099,9151,Perth,1977,7,29,0.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1100,9151,Perth,1977,7,30,1.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1101,9151,Perth,1977,8,1,4.5,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1102,9151,Perth,1977,8,2,13.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1103,9151,Perth,1977,8,3,6.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1104,9151,Perth,1977,8,4,1.3,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1105,9151,Perth,1977,8,5,0.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1106,9151,Perth,1977,8,8,23.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1107,9151,Perth,1977,8,9,3.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1108,9151,Perth,1977,8,10,39.3,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1109,9151,Perth,1977,8,11,8.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1110,9151,Perth,1977,8,12,2.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1111,9151,Perth,1977,8,13,17.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1112,9151,Perth,1977,8,18,8.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1113,9151,Perth,1977,8,19,10.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1114,9151,Perth,1977,8,20,1.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1115,9151,Perth,1977,8,21,0.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1116,9151,Perth,1977,8,22,4.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1117,9151,Perth,1977,8,23,1.5,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1118,9151,Perth,1977,8,24,0.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1119,9151,Perth,1977,8,25,1.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1120,9151,Perth,1977,8,26,0.3,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1121,9151,Perth,1977,8,27,1.5,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1122,9151,Perth,1977,8,28,4.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1123,9151,Perth,1977,8,29,6.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1124,9151,Perth,1977,9,7,6.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1125,9151,Perth,1977,9,17,2.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1126,9151,Perth,1977,9,18,0.1,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1127,9151,Perth,1977,9,30,4.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1128,9151,Perth,1977,10,1,17.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1129,9151,Perth,1977,10,2,2.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1130,9151,Perth,1977,10,3,8.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1131,9151,Perth,1977,10,4,1.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1132,9151,Perth,1977,10,10,0.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1133,9151,Perth,1977,10,11,1.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1134,9151,Perth,1977,10,12,14.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1135,9151,Perth,1977,10,13,0.3,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1136,9151,Perth,1977,10,27,3.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1137,9151,Perth,1977,10,28,6.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1138,9151,Perth,1977,10,30,24.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1139,9151,Perth,1977,10,31,0.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1140,9151,Perth,1977,11,8,0.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1141,9151,Perth,1977,11,24,7.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1142,9151,Perth,1977,11,25,0.5,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1143,9151,Perth,1977,11,26,3.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1144,9151,Perth,1977,12,2,1.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1145,9151,Perth,1977,12,26,0.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1146,9151,Perth,1977,12,30,1.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,7.91287878787879
1147,9151,Perth,1978,1,8,0.9,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1148,9151,Perth,1978,1,9,1.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1149,9151,Perth,1978,2,15,2.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1150,9151,Perth,1978,3,10,1.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1151,9151,Perth,1978,3,11,2.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1152,9151,Perth,1978,3,12,2.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1153,9151,Perth,1978,3,13,0.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1154,9151,Perth,1978,3,16,2.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1155,9151,Perth,1978,3,18,4.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1156,9151,Perth,1978,4,5,2.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1157,9151,Perth,1978,4,6,2.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1158,9151,Perth,1978,4,13,2.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1159,9151,Perth,1978,4,14,0.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1160,9151,Perth,1978,4,15,2.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1161,9151,Perth,1978,4,16,1.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1162,9151,Perth,1978,4,19,4.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1163,9151,Perth,1978,4,27,1.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1164,9151,Perth,1978,5,14,4.1,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1165,9151,Perth,1978,5,19,8.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1166,9151,Perth,1978,5,20,8.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1167,9151,Perth,1978,5,21,12.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1168,9151,Perth,1978,5,25,8.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1169,9151,Perth,1978,5,27,1.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1170,9151,Perth,1978,5,28,7.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1171,9151,Perth,1978,6,3,2.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1172,9151,Perth,1978,6,5,6.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1173,9151,Perth,1978,6,6,0.3,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1174,9151,Perth,1978,6,8,0.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1175,9151,Perth,1978,6,9,22.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1176,9151,Perth,1978,6,11,2.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1177,9151,Perth,1978,6,14,4.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1178,9151,Perth,1978,6,15,7.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1179,9151,Perth,1978,6,22,11.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1180,9151,Perth,1978,6,23,22.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1181,9151,Perth,1978,6,24,20.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1182,9151,Perth,1978,6,25,8.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1183,9151,Perth,1978,6,29,33.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1184,9151,Perth,1978,6,30,4.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1185,9151,Perth,1978,7,6,6.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1186,9151,Perth,1978,7,13,0.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1187,9151,Perth,1978,7,14,20.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1188,9151,Perth,1978,7,15,50.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1189,9151,Perth,1978,7,16,20.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1190,9151,Perth,1978,7,17,17.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1191,9151,Perth,1978,7,18,5.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1192,9151,Perth,1978,7,19,9.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1193,9151,Perth,1978,7,20,12.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1194,9151,Perth,1978,7,21,17.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1195,9151,Perth,1978,7,22,11.1,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1196,9151,Perth,1978,7,23,6.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1197,9151,Perth,1978,7,30,13.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1198,9151,Perth,1978,8,5,14.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1199,9151,Perth,1978,8,7,2.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1200,9151,Perth,1978,8,11,2.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1201,9151,Perth,1978,8,24,1.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1202,9151,Perth,1978,8,29,5.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1203,9151,Perth,1978,9,4,3.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1204,9151,Perth,1978,9,9,6.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1205,9151,Perth,1978,9,10,4.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1206,9151,Perth,1978,9,11,2.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1207,9151,Perth,1978,9,12,7.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1208,9151,Perth,1978,9,15,28.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1209,9151,Perth,1978,9,16,0.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1210,9151,Perth,1978,9,19,23.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1211,9151,Perth,1978,9,20,16.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1212,9151,Perth,1978,9,21,1.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1213,9151,Perth,1978,9,23,26.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1214,9151,Perth,1978,9,24,15.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1215,9151,Perth,1978,10,1,60.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1216,9151,Perth,1978,10,2,7.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1217,9151,Perth,1978,10,3,3.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1218,9151,Perth,1978,10,11,0.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1219,9151,Perth,1978,10,15,4.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1220,9151,Perth,1978,11,3,5.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1221,9151,Perth,1978,11,4,1.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1222,9151,Perth,1978,12,2,6.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,11.1896103896104
1223,9151,Perth,1979,2,21,0.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1224,9151,Perth,1979,3,14,2.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1225,9151,Perth,1979,3,15,3.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1226,9151,Perth,1979,3,27,8.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1227,9151,Perth,1979,4,15,8.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1228,9151,Perth,1979,4,18,12.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1229,9151,Perth,1979,4,19,11.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1230,9151,Perth,1979,4,20,4.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1231,9151,Perth,1979,4,21,0.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1232,9151,Perth,1979,4,24,6.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1233,9151,Perth,1979,4,25,3.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1234,9151,Perth,1979,4,28,0.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1235,9151,Perth,1979,5,17,0.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1236,9151,Perth,1979,5,20,1.1,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1237,9151,Perth,1979,5,21,20.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1238,9151,Perth,1979,5,22,4.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1239,9151,Perth,1979,5,23,24.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1240,9151,Perth,1979,5,24,3.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1241,9151,Perth,1979,5,25,1.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1242,9151,Perth,1979,5,27,1.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1243,9151,Perth,1979,5,28,4.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1244,9151,Perth,1979,6,2,5.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1245,9151,Perth,1979,6,3,1.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1246,9151,Perth,1979,6,4,2.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1247,9151,Perth,1979,6,5,1.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1248,9151,Perth,1979,6,12,2.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1249,9151,Perth,1979,6,17,13.5,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1250,9151,Perth,1979,6,22,30.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1251,9151,Perth,1979,6,24,8.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1252,9151,Perth,1979,6,25,9.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1253,9151,Perth,1979,6,26,23.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1254,9151,Perth,1979,6,27,1.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1255,9151,Perth,1979,6,28,24.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1256,9151,Perth,1979,6,29,2.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1257,9151,Perth,1979,7,2,4.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1258,9151,Perth,1979,7,4,10.6,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1259,9151,Perth,1979,7,5,11.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1260,9151,Perth,1979,7,7,9.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1261,9151,Perth,1979,7,8,3.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1262,9151,Perth,1979,7,9,4.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1263,9151,Perth,1979,7,11,5.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1264,9151,Perth,1979,7,12,7.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1265,9151,Perth,1979,7,13,6.9,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1266,9151,Perth,1979,7,14,7.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1267,9151,Perth,1979,7,15,10.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1268,9151,Perth,1979,7,16,0.5,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1269,9151,Perth,1979,7,20,3.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1270,9151,Perth,1979,7,21,0.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1271,9151,Perth,1979,7,23,4.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1272,9151,Perth,1979,7,24,0.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1273,9151,Perth,1979,7,29,18.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1274,9151,Perth,1979,7,30,1.4,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1275,9151,Perth,1979,8,5,6.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1276,9151,Perth,1979,8,6,0.8,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1277,9151,Perth,1979,8,7,11.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1278,9151,Perth,1979,8,8,3.0,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
1279,9151,Perth,1979,8,10,3.2,1,Y,-31.96,115.79,Subiaco Wastewater Treatment Plant,8.8515923566879
